Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,12,0.0,22.8,-6.4,,,0.249
0.0,13,0.0,6.6,7.6,,,0.249
0.0,14,0.0,9.4,-8.2,,,0.249
0.0,15,0.0,9.5,17.0,,,0.249
0.0,16,0.0,17.2,9.7,,,0.249
0.0,17,0.0,24.4,-0.1,,,0.249
0.0,18,0.0,11.9,-21.0,,,0.249
0.0,19,0.0,-0.4,10.2,,,0.249
0.0,20,0.0,-16.9,23.8,,,0.249
0.0,21,0.0,-0.7,-15.5,,,0.249
0.0,22,0.0,-8.3,19.3,,,0.249
0.0,23,0.0,10.3,-2.3,,,0.249
0.0,24,0.0,-2.5,21.4,,,0.249
0.0,25,0.0,21.8,22.1,,,0.249
0.0,26,0.0,11.5,-6.5,,,0.249
0.0,27,0.0,-5.6,9.3,,,0.249
0.0,28,0.0,24.4,12.0,,,0.249
0.0,29,0.0,-20.1,24.9,,,0.249
0.0,30,0.0,-24.9,-5.3,,,0.249
0.0,31,0.0,-21.2,21.8,,,0.249
0.0,32,0.0,2.8,-12.8,,,0.249
0.0,33,0.0,-6.8,-14.8,,,0.249
0.0,34,0.0,19.2,-13.6,,,0.249
0.0,35,0.0,20.1,5.6,,,0.249
0.0,36,0.0,-20.7,24.7,,,0.249
0.0,37,0.0,-6.9,-16.5,,,0.249
0.0,38,0.0,21.2,-16.6,,,0.249
0.0,39,0.0,15.1,22.5,,,0.249
0.0,40,0.0,22.9,2.5,,,0.249
0.0,41,0.0,14.6,6.7,,,0.249
0.0,42,0.0,6.0,18.5,,,0.249
0.0,43,0.0,-8.0,9.3,,,0.249
0.0,44,0.0,24.7,8.8,,,0.249
0.0,45,0.0,6.4,-14.1,,,0.249
0.0,46,0.0,-20.2,22.5,,,0.249
0.0,47,0.0,-11.5,14.5,,,0.249
0.0,48,0.0,-13.4,-10.2,,,0.249
0.0,49,0.0,5.2,5.5,,,0.249
0.0,50,0.0,2.1,18.7,,,0.249
0.1,12,0.0,22.9,-6.4,1.0,7.979,0.249
0.1,13,0.0,6.6,7.5,2.0,5.319,0.249
0.1,14,0.0,9.4,-8.3,3.0,3.989,0.249
0.1,15,0.0,9.4,16.9,3.0,3.989,0.249
0.1,16,0.0,17.2,9.8,4.0,3.192,0.249
0.1,17,0.0,24.4,-0.2,3.0,3.989,0.249
0.1,18,0.0,11.8,-21.0,0.0,15.958,0.249
0.1,19,0.0,-0.5,10.2,4.0,3.192,0.249
0.1,20,0.0,-16.8,23.9,4.0,3.192,0.249
0.1,21,0.0,-0.6,-15.6,4.0,3.192,0.249
0.1,22,0.0,-8.2,19.3,2.0,5.319,0.249
0.1,23,0.0,10.4,-2.3,2.0,5.319,0.249
0.1,24,0.0,-2.6,21.4,2.0,5.319,0.249
0.1,25,0.0,21.8,22.2,1.0,7.979,0.249
0.1,26,0.0,11.5,-6.4,2.0,5.319,0.249
0.1,27,0.0,-5.6,9.3,3.0,3.989,0.249
0.1,28,0.0,24.3,12.1,3.0,3.989,0.249
0.1,29,0.0,-20.1,25.0,4.0,3.192,0.249
0.1,30,0.0,-24.9,-5.2,0.0,15.958,0.249
0.1,31,0.0,-21.1,21.8,4.0,3.192,0.249
0.1,32,0.0,2.7,-12.8,2.0,5.319,0.249
0.1,33,0.0,-6.7,-14.8,2.0,5.319,0.249
0.1,34,0.0,19.3,-13.7,1.0,7.979,0.249
0.1,35,0.0,20.1,5.7,6.0,2.28,0.249
0.1,36,0.0,-20.7,24.8,4.0,3.192,0.249
0.1,37,0.0,-7.0,-16.5,2.0,5.319,0.249
0.1,38,0.0,21.2,-16.7,1.0,7.979,0.249
0.1,39,0.0,15.0,22.5,2.0,5.319,0.249
0.1,40,0.0,22.9,2.6,3.0,3.989,0.249
0.1,41,0.0,14.5,6.8,2.0,5.319,0.249
0.1,42,0.0,6.0,18.4,2.0,5.319,0.249
0.1,43,0.0,-7.9,9.2,3.0,3.989,0.249
0.1,44,0.0,24.7,8.9,4.0,3.192,0.249
0.1,45,0.0,6.5,-14.1,3.0,3.989,0.249
0.1,46,0.0,-20.2,22.5,4.0,3.192,0.249
0.1,47,0.0,-11.4,14.6,3.0,3.989,0.249
0.1,48,0.0,-13.5,-10.1,0.0,15.958,0.249
0.1,49,0.0,5.3,5.5,2.0,5.319,0.249
0.1,50,0.0,2.1,18.7,3.0,3.989,0.249
0.2,12,0.0,22.9,-6.5,1.0,7.979,0.249
0.2,13,0.0,6.6,7.6,3.0,3.989,0.249
0.2,14,0.0,9.5,-8.2,3.0,3.989,0.249
0.2,15,0.0,9.4,17.0,3.0,3.989,0.249
0.2,16,0.0,17.1,9.8,4.0,3.192,0.249
0.2,17,0.0,24.4,-0.3,3.0,3.989,0.249
0.2,18,0.0,11.7,-21.1,0.0,15.958,0.249
0.2,19,0.0,-0.4,10.2,4.0,3.192,0.249
0.2,20,0.0,-16.9,23.8,4.0,3.192,0.249
0.2,21,0.0,-0.7,-15.6,4.0,3.192,0.249
0.2,22,0.0,-8.3,19.3,2.0,5.319,0.249
0.2,23,0.0,10.3,-2.3,2.0,5.319,0.249
0.2,24,0.0,-2.7,21.5,2.0,5.319,0.249
0.2,25,0.0,21.7,22.2,1.0,7.979,0.249
0.2,26,0.0,11.4,-6.4,2.0,5.319,0.249
0.2,27,0.0,-5.7,9.2,3.0,3.989,0.249
0.2,28,0.0,24.4,12.2,3.0,3.989,0.249
0.2,29,0.0,-20.2,25.1,4.0,3.192,0.249
0.2,30,0.0,-24.9,-5.1,0.0,15.958,0.249
0.2,31,0.0,-21.0,21.8,4.0,3.192,0.249
0.2,32,0.0,2.7,-12.9,2.0,5.319,0.249
0.2,33,0.0,-6.6,-14.8,2.0,5.319,0.249
0.2,34,0.0,19.3,-13.6,1.0,7.979,0.249
0.2,35,0.0,20.1,5.8,6.0,2.28,0.249
0.2,36,0.0,-20.6,24.8,4.0,3.192,0.249
0.2,37,0.0,-7.0,-16.5,2.0,5.319,0.249
0.2,38,0.0,21.1,-16.7,1.0,7.979,0.249
0.2,39,0.0,15.0,22.5,2.0,5.319,0.249
0.2,40,0.0,22.9,2.7,3.0,3.989,0.249
0.2,41,0.0,14.5,6.7,3.0,3.989,0.249
0.2,42,0.0,5.9,18.4,2.0,5.319,0.249
0.2,43,0.0,-7.8,9.3,3.0,3.989,0.249
0.2,44,0.0,24.8,9.0,4.0,3.192,0.249
