Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,7,100.0,14.8,-3.8,-301.2,,,,14.8,-3.8,-232.8,1
0.0,2,isocontour,7,100.0,13.0,-2.9,-299.6,,,,13.0,-2.9,-178.3,2
0.0,3,isocontour,7,100.0,-2.3,6.3,-670.7,,,,-2.3,6.3,-44.3,3
0.0,4,isocontour,7,100.0,10.8,-7.1,-155.8,,,,10.8,-7.1,-166.5,4
0.0,5,isocontour,7,100.0,0.2,11.0,-895.3,,,,0.2,11.0,-121.0,5
0.0,6,isocontour,7,100.0,4.2,10.1,-817.2,,,,4.2,10.1,-120.4,6
0.0,7,isocontour,7,100.0,3.7,-15.4,-12.9,,,,3.7,-15.4,-249.7,7
0.0,8,isocontour,7,100.0,-0.4,2.5,-472.7,,,,-0.4,2.5,-6.3,8
0.0,9,isocontour,7,100.0,10.3,18.0,-1351.1,,,,10.3,18.0,-430.1,9
0.0,10,isocontour,7,100.0,-2.5,-17.2,-66.5,,,,-2.5,-17.2,-303.4,10
0.0,11,isocontour,7,100.0,2.5,-11.9,-51.3,,,,2.5,-11.9,-148.6,11
0.0,12,isocontour,7,100.0,-9.4,19.5,-1657.8,,,,-9.4,19.5,-466.4,12
0.0,13,isocontour,7,100.0,19.4,10.4,-1026.0,,,,19.4,10.4,-484.9,13
0.0,14,isocontour,7,100.0,-0.7,-9.8,-113.7,,,,-0.7,-9.8,-96.4,14
0.0,15,isocontour,7,100.0,18.3,-5.6,-328.0,,,,18.3,-5.6,-364.9,15
0.0,16,isocontour,7,100.0,-17.2,5.7,-1101.1,,,,-17.2,5.7,-329.4,16
0.0,17,isocontour,7,100.0,15.8,-15.9,-112.5,,,,15.8,-15.9,-504.6,17
0.0,18,isocontour,7,100.0,-2.9,4.7,-607.6,,,,-2.9,4.7,-30.9,18
0.0,19,isocontour,7,100.0,7.7,17.5,-1294.0,,,,7.7,17.5,-364.3,19
0.0,20,isocontour,7,100.0,13.0,15.6,-1215.2,,,,13.0,15.6,-412.7,20
0.0,21,isocontour,7,100.0,9.0,3.6,-499.0,,,,9.0,3.6,-94.3,21
0.0,22,isocontour,7,100.0,9.7,17.3,-1295.6,,,,9.7,17.3,-393.9,22
0.0,23,isocontour,7,100.0,4.4,-12.5,-35.8,,,,4.4,-12.5,-177.3,23
0.0,24,isocontour,7,100.0,-6.8,-19.4,-151.7,,,,-6.8,-19.4,-423.6,24
0.0,25,isocontour,7,100.0,-18.6,-13.2,-608.6,,,,-18.6,-13.2,-518.1,25
0.0,26,isocontour,7,100.0,-8.6,2.8,-651.0,,,,-8.6,2.8,-82.4,26
0.0,27,isocontour,7,100.0,-18.0,10.0,-1364.0,,,,-18.0,10.0,-425.2,27
0.0,28,isocontour,7,100.0,19.5,-17.9,-194.9,,,,19.5,-17.9,-698.8,28
0.0,29,isocontour,7,100.0,6.8,-0.3,-329.6,,,,6.8,-0.3,-45.8,29
0.0,30,isocontour,7,100.0,0.8,-5.1,-199.3,,,,0.8,-5.1,-26.9,30
0.0,Target,,,,5.52,-18.44,-370.456,1.28,0.38,,,,,
0.1,1,isocontour,7,100.0,14.7,-3.8,-294.0,-1.0,-0.4,1.1,10.8,-7.1,-155.8,4
0.1,2,isocontour,7,100.0,13.0,-2.9,-292.2,-0.2,-0.9,0.9,6.8,-0.3,-45.8,29
0.1,3,isocontour,7,100.0,-2.2,6.2,-661.6,0.3,-0.5,0.6,-0.4,2.5,-6.3,8
0.1,4,isocontour,7,100.0,10.8,-7.1,-152.4,0.2,-0.2,0.3,10.8,-7.1,-155.8,4
0.1,5,isocontour,7,100.0,0.2,10.9,-882.8,0.4,-0.7,0.8,-2.3,6.3,-44.3,3
0.1,6,isocontour,7,100.0,4.2,10.1,-810.9,-0.2,0.2,0.3,4.2,10.1,-120.4,6
0.1,7,isocontour,7,100.0,3.6,-15.4,-12.3,-0.5,-0.1,0.5,3.6,-15.4,-12.9,7
0.1,8,isocontour,7,100.0,-0.4,2.5,-467.7,-0.3,0.0,0.3,-0.4,2.5,-6.3,8
0.1,9,isocontour,7,100.0,10.3,18.0,-1337.4,0.2,-0.6,0.6,7.7,17.5,-364.3,19
0.1,10,isocontour,7,100.0,-2.6,-17.3,-67.5,-0.8,-0.7,1.1,3.7,-15.4,-12.9,7
0.1,11,isocontour,7,100.0,2.5,-11.9,-50.5,-0.9,0.2,0.9,3.7,-15.4,-12.9,7
0.1,12,isocontour,7,100.0,-9.4,19.4,-1645.6,0.0,-0.3,0.3,-9.4,19.4,-466.4,12
0.1,13,isocontour,7,100.0,19.4,10.4,-1016.1,-0.1,-0.3,0.3,19.4,10.4,-484.9,13
0.1,14,isocontour,7,100.0,-0.6,-9.8,-110.3,0.8,-0.1,0.8,0.8,-5.1,-26.9,30
0.1,15,isocontour,7,100.0,18.2,-5.6,-322.4,-0.9,0.1,0.9,13.0,-2.9,-178.3,2
