Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-4.2,-11.0,,,14.7,9.53,18.9,20.53,27.905,0.0,0.558,0.677,0.736,
0.0,2,-11.1,10.3,,,14.7,9.53,25.8,-0.77,25.811,0.0,0.516,1.0,-0.03,
0.0,3,4.7,18.8,,,14.7,9.53,10.0,-9.27,13.636,0.0,0.273,0.733,-0.68,
0.0,4,-2.5,-20.6,,,14.7,9.53,17.2,30.13,34.694,0.0,0.694,0.496,0.868,
0.0,5,-13.4,-14.3,,,14.7,9.53,28.1,23.83,36.844,0.0,0.737,0.763,0.647,
0.0,6,10.0,-24.0,,,14.7,9.53,4.7,33.53,33.858,0.0,0.677,0.139,0.99,
0.0,7,11.4,-15.7,,,14.7,9.53,3.3,25.23,25.445,0.0,0.509,0.13,0.992,
0.0,8,-6.1,20.0,,,14.7,9.53,20.8,-10.47,23.286,0.0,0.466,0.893,-0.45,
0.0,9,5.3,-21.0,,,14.7,9.53,9.4,30.53,31.944,0.0,0.639,0.294,0.956,
0.0,10,23.8,18.8,,,14.7,9.53,-9.1,-9.27,12.99,0.0,0.26,-0.701,-0.714,
0.0,11,-5.4,-6.7,,,14.7,9.53,20.1,16.23,25.835,0.0,0.517,0.778,0.628,
0.0,12,-20.5,-22.6,,,14.7,9.53,35.2,32.13,47.659,0.0,0.953,0.739,0.674,
0.0,13,16.5,-17.4,,,14.7,9.53,-1.8,26.93,26.99,0.0,0.54,-0.067,0.998,
0.0,14,18.5,-11.8,,,14.7,9.53,-3.8,21.33,21.666,0.0,0.433,-0.175,0.984,
0.0,15,5.4,-24.5,,,14.7,9.53,9.3,34.03,35.278,0.0,0.706,0.264,0.965,
0.0,16,-19.6,-6.9,,,14.7,9.53,34.3,16.43,38.032,0.0,0.761,0.902,0.432,
0.0,17,12.9,-24.6,,,14.7,9.53,1.8,34.13,34.177,0.0,0.684,0.053,0.999,
0.0,18,-6.5,-12.3,,,14.7,9.53,21.2,21.83,30.43,0.0,0.609,0.697,0.717,
0.0,19,20.2,3.4,,,14.7,9.53,-5.5,6.13,8.236,0.0,0.165,-0.668,0.744,
0.0,20,-8.4,-0.9,,,14.7,9.53,23.1,10.43,25.346,0.0,0.507,0.911,0.412,
0.0,21,2.1,4.7,,,14.7,9.53,12.6,4.83,13.494,0.0,0.27,0.934,0.358,
0.0,22,6.8,-18.9,,,14.7,9.53,7.9,28.43,29.507,0.0,0.59,0.268,0.964,
0.0,23,-10.3,-19.0,,,14.7,9.53,25.0,28.53,37.934,0.0,0.759,0.659,0.752,
0.0,24,16.1,2.1,,,14.7,9.53,-1.4,7.43,7.561,0.0,0.151,-0.185,0.983,
