Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,14,0.0,9.7,-15.9,,,0.275
0.0,15,0.0,-12.5,-8.6,,,0.275
0.0,16,0.0,-1.6,-13.0,,,0.275
0.0,17,0.0,-9.9,24.2,,,0.275
0.0,18,0.0,-25.0,1.3,,,0.275
0.0,19,0.0,5.9,13.3,,,0.275
0.0,20,0.0,-6.9,-18.8,,,0.275
0.0,21,0.0,-14.5,-6.3,,,0.275
0.0,22,0.0,-11.0,-9.1,,,0.275
0.0,23,0.0,15.4,-22.8,,,0.275
0.0,24,0.0,8.3,15.0,,,0.275
0.0,25,0.0,15.6,12.1,,,0.275
0.1,14,0.0,9.6,-15.9,1.0,11.284,0.275
0.1,15,0.0,-12.5,-8.5,2.0,7.523,0.275
0.1,16,0.0,-1.5,-13.1,2.0,7.523,0.275
0.1,17,0.0,-10.0,24.2,0.0,22.568,0.275
0.1,18,0.0,-25.0,1.3,0.0,22.568,0.275
0.1,19,0.0,5.8,13.3,2.0,7.523,0.275
0.1,20,0.0,-6.8,-18.8,2.0,7.523,0.275
0.1,21,0.0,-14.5,-6.4,2.0,7.523,0.275
0.1,22,0.0,-11.0,-9.0,4.0,4.514,0.275
0.1,23,0.0,15.5,-22.8,1.0,11.284,0.275
0.1,24,0.0,8.4,15.0,2.0,7.523,0.275
0.1,25,0.0,15.5,12.2,2.0,7.523,0.275
0.2,14,0.0,9.6,-15.8,1.0,11.284,0.275
0.2,15,0.0,-12.4,-8.6,2.0,7.523,0.275
0.2,16,0.0,-1.4,-13.0,2.0,7.523,0.275
0.2,17,0.0,-10.1,24.1,0.0,22.568,0.275
0.2,18,0.0,-25.0,1.3,0.0,22.568,0.275
0.2,19,0.0,5.7,13.3,2.0,7.523,0.275
0.2,20,0.0,-6.9,-18.7,2.0,7.523,0.275
0.2,21,0.0,-14.4,-6.5,2.0,7.523,0.275
0.2,22,0.0,-11.0,-8.9,4.0,4.514,0.275
0.2,23,0.0,15.6,-22.7,1.0,11.284,0.275
0.2,24,0.0,8.3,15.0,2.0,7.523,0.275
0.2,25,0.0,15.5,12.3,2.0,7.523,0.275
0.3,14,0.0,9.5,-15.9,1.0,11.284,0.275
0.3,15,0.0,-12.4,-8.6,2.0,7.523,0.275
0.3,16,0.0,-1.4,-13.0,2.0,7.523,0.275
0.3,17,0.0,-10.1,24.2,0.0,22.568,0.275
0.3,18,0.0,-25.0,1.2,0.0,22.568,0.275
0.3,19,0.0,5.6,13.2,2.0,7.523,0.275
0.3,20,0.0,-7.0,-18.7,2.0,7.523,0.275
0.3,21,0.0,-14.4,-6.6,2.0,7.523,0.275
0.3,22,0.0,-11.0,-8.8,4.0,4.514,0.275
0.3,23,0.0,15.5,-22.7,1.0,11.284,0.275
0.3,24,0.0,8.4,15.0,2.0,7.523,0.275
0.3,25,0.0,15.6,12.3,2.0,7.523,0.275
0.4,14,0.0,9.4,-15.8,2.0,7.523,0.275
0.4,15,0.0,-12.4,-8.6,2.0,7.523,0.275
0.4,16,0.0,-1.4,-13.0,2.0,7.523,0.275
0.4,17,0.0,-10.1,24.1,0.0,22.568,0.275
0.4,18,0.0,-25.0,1.3,0.0,22.568,0.275
0.4,19,0.0,5.5,13.2,2.0,7.523,0.275
0.4,20,0.0,-7.1,-18.7,2.0,7.523,0.275
0.4,21,0.0,-14.4,-6.6,2.0,7.523,0.275
0.4,22,0.0,-11.0,-8.9,4.0,4.514,0.275
0.4,23,0.0,15.4,-22.7,1.0,11.284,0.275
0.4,24,0.0,8.5,15.0,2.0,7.523,0.275
0.4,25,0.0,15.7,12.4,2.0,7.523,0.275
0.5,14,0.0,9.4,-15.7,2.0,7.523,0.275
0.5,15,0.0,-12.4,-8.5,2.0,7.523,0.275
0.5,16,0.0,-1.3,-13.1,3.0,5.642,0.275
0.5,17,0.0,-10.1,24.2,0.0,22.568,0.275
0.5,18,0.0,-25.0,1.2,0.0,22.568,0.275
0.5,19,0.0,5.4,13.2,2.0,7.523,0.275
0.5,20,0.0,-7.1,-18.8,2.0,7.523,0.275
0.5,21,0.0,-14.4,-6.6,2.0,7.523,0.275
0.5,22,0.0,-11.0,-8.8,4.0,4.514,0.275
0.5,23,0.0,15.3,-22.8,1.0,11.284,0.275
0.5,24,0.001,8.4,15.0,2.0,7.523,0.274
0.5,25,0.0,15.7,12.3,2.0,7.523,0.275
0.6,14,0.0,9.4,-15.6,2.0,7.523,0.275
0.6,15,0.0,-12.3,-8.6,2.0,7.523,0.275
0.6,16,0.0,-1.3,-13.1,3.0,5.642,0.275
0.6,17,0.0,-10.0,24.2,0.0,22.568,0.275
0.6,18,0.0,-25.0,1.3,0.0,22.568,0.275
0.6,19,0.0,5.7,13.3,2.0,7.523,0.275
0.6,20,0.0,-7.2,-18.8,2.0,7.523,0.275
0.6,21,0.0,-14.3,-6.6,2.0,7.523,0.275
0.6,22,0.0,-11.0,-8.8,4.0,4.514,0.275
0.6,23,0.0,15.4,-22.8,1.0,11.284,0.275
0.6,24,0.004,8.3,15.0,2.0,7.523,0.274
0.6,25,0.003,15.5,12.3,2.0,7.523,0.274
0.7,14,0.0,9.4,-15.7,2.0,7.523,0.275
0.7,15,0.0,-12.4,-8.6,2.0,7.523,0.275
0.7,16,0.0,-1.4,-13.1,3.0,5.642,0.275
0.7,17,0.0,-10.1,24.2,0.0,22.568,0.275
0.7,18,0.0,-24.8,1.4,0.0,22.568,0.275
0.7,19,0.001,6.0,13.3,2.0,7.523,0.274
0.7,20,0.0,-7.2,-18.7,2.0,7.523,0.275
0.7,21,0.0,-14.3,-6.5,2.0,7.523,0.275
0.7,22,0.0,-11.1,-8.8,4.0,4.514,0.275
0.7,23,0.0,15.4,-22.8,1.0,11.284,0.275
0.7,24,0.011,8.4,15.0,2.0,7.523,0.272
0.7,25,0.011,15.4,12.4,2.0,7.523,0.272
0.8,14,0.0,9.3,-15.6,2.0,7.523,0.275
0.8,15,0.0,-12.4,-8.5,2.0,7.523,0.275
0.8,16,0.0,-1.5,-13.1,3.0,5.642,0.275
0.8,17,0.0,-10.2,24.3,0.0,22.568,0.275
0.8,18,0.0,-24.8,1.3,0.0,22.568,0.275
0.8,19,0.004,6.1,13.4,2.0,7.523,0.274
0.8,20,0.0,-7.1,-18.8,2.0,7.523,0.275
0.8,21,0.0,-14.3,-6.6,2.0,7.523,0.275
0.8,22,0.0,-11.2,-8.9,4.0,4.514,0.275
0.8,23,0.0,15.5,-22.8,1.0,11.284,0.275
0.8,24,0.025,8.5,14.9,2.0,7.523,0.268
0.8,25,0.025,15.3,12.4,2.0,7.523,0.268
0.9,14,0.0,9.4,-15.7,2.0,7.523,0.275
0.9,15,0.0,-12.3,-8.5,2.0,7.523,0.275
0.9,16,0.0,-1.4,-13.0,3.0,5.642,0.275
0.9,17,0.0,-10.3,24.2,0.0,22.568,0.275
0.9,18,0.0,-24.8,1.3,0.0,22.568,0.275
0.9,19,0.011,6.2,13.4,2.0,7.523,0.272
0.9,20,0.0,-7.2,-18.8,2.0,7.523,0.275
0.9,21,0.0,-14.2,-6.6,2.0,7.523,0.275
0.9,22,0.0,-11.2,-8.8,4.0,4.514,0.275
0.9,23,0.0,15.5,-22.8,1.0,11.284,0.275
0.9,24,0.046,8.5,15.0,2.0,7.523,0.262
0.9,25,0.047,15.0,12.5,2.0,7.523,0.262
1.0,14,0.0,9.3,-15.6,2.0,7.523,0.275
1.0,15,0.0,-12.3,-8.6,2.0,7.523,0.275
1.0,16,0.0,-1.4,-13.0,3.0,5.642,0.275
1.0,17,0.0,-10.4,24.3,0.0,22.568,0.275
1.0,18,0.0,-24.8,1.2,0.0,22.568,0.275
1.0,19,0.022,6.5,13.4,2.0,7.523,0.269
1.0,20,0.0,-7.1,-18.8,2.0,7.523,0.275
1.0,21,0.0,-14.1,-6.5,2.0,7.523,0.275
1.0,22,0.0,-11.2,-8.9,4.0,4.514,0.275
1.0,23,0.0,15.6,-22.8,1.0,11.284,0.275
1.0,24,0.07,8.6,14.9,2.0,7.523,0.255
1.0,25,0.071,15.0,12.4,2.0,7.523,0.255
1.1,14,0.0,9.4,-15.6,2.0,7.523,0.275
1.1,15,0.0,-12.3,-8.5,2.0,7.523,0.275
1.1,16,0.0,-1.5,-12.9,3.0,5.642,0.275
1.1,17,0.0,-10.1,24.2,0.0,22.568,0.275
1.1,18,0.0,-24.8,1.3,0.0,22.568,0.275
1.1,19,0.038,6.7,13.4,2.0,7.523,0.264
1.1,20,0.0,-7.1,-18.8,2.0,7.523,0.275
1.1,21,0.0,-14.1,-6.5,2.0,7.523,0.275
1.1,22,0.0,-11.2,-8.8,4.0,4.514,0.275
1.1,23,0.0,15.5,-22.8,1.0,11.284,0.275
1.1,24,0.101,8.9,14.8,2.0,7.523,0.247
1.1,25,0.104,14.9,12.5,2.0,7.523,0.246
1.2,14,0.0,9.4,-15.7,2.0,7.523,0.275
1.2,15,0.0,-12.3,-8.6,2.0,7.523,0.275
1.2,16,0.0,-1.4,-12.9,3.0,5.642,0.275
1.2,17,0.0,-9.9,24.3,0.0,22.568,0.275
1.2,18,0.0,-24.8,1.3,0.0,22.568,0.275
1.2,19,0.061,6.9,13.5,2.0,7.523,0.258
1.2,20,0.0,-7.2,-18.8,2.0,7.523,0.275
1.2,21,0.0,-14.1,-6.4,2.0,7.523,0.275
1.2,22,0.0,-11.2,-8.7,4.0,4.514,0.275
1.2,23,0.0,15.6,-22.8,1.0,11.284,0.275
1.2,24,0.139,9.2,14.7,2.0,7.523,0.237
1.2,25,0.136,14.9,12.4,2.0,7.523,0.237
1.3,14,0.0,9.4,-15.8,2.0,7.523,0.275
1.3,15,0.0,-12.3,-8.6,2.0,7.523,0.275
1.3,16,0.0,-1.5,-12.9,3.0,5.642,0.275
1.3,17,0.0,-9.7,24.3,0.0,22.568,0.275
1.3,18,0.0,-24.8,1.2,0.0,22.568,0.275
1.3,19,0.089,7.2,13.5,2.0,7.523,0.25
