Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,5,100.0,8.9,8.4,-257.0,,,,8.9,8.4,-150.3,1
0.0,2,isocontour,5,100.0,6.2,9.9,-310.6,,,,6.2,9.9,-136.9,2
0.0,3,isocontour,5,100.0,-0.6,-1.6,-111.5,,,,-0.6,-1.6,-2.9,3
0.0,4,isocontour,5,100.0,-5.3,-8.1,-180.0,,,,-5.3,-8.1,-93.0,4
0.0,5,isocontour,5,100.0,-2.6,-2.8,-137.3,,,,-2.6,-2.8,-14.6,5
0.0,6,isocontour,5,100.0,-1.5,-3.2,-113.0,,,,-1.5,-3.2,-12.4,6
0.0,7,isocontour,5,100.0,7.6,-3.5,-17.0,,,,7.6,-3.5,-69.7,7
0.0,8,isocontour,5,100.0,-1.9,5.1,-260.0,,,,-1.9,5.1,-29.2,8
0.0,9,isocontour,5,100.0,4.3,6.0,-199.3,,,,4.3,6.0,-54.3,9
0.0,10,isocontour,5,100.0,-0.7,-5.1,-84.7,,,,-0.7,-5.1,-26.3,10
0.0,11,isocontour,5,100.0,-6.8,-8.7,-224.5,,,,-6.8,-8.7,-121.9,11
0.0,12,isocontour,5,100.0,-5.5,0.8,-255.7,,,,-5.5,0.8,-31.0,12
0.0,13,isocontour,5,100.0,-7.9,-5.5,-262.0,,,,-7.9,-5.5,-93.2,13
0.0,14,isocontour,5,100.0,0.7,4.6,-203.8,,,,0.7,4.6,-21.8,14
0.0,15,isocontour,5,100.0,2.6,-7.2,-30.1,,,,2.6,-7.2,-59.4,15
0.0,16,isocontour,5,100.0,-4.1,-1.9,-182.1,,,,-4.1,-1.9,-20.6,16
0.0,17,isocontour,5,100.0,0.6,6.7,-261.2,,,,0.6,6.7,-45.9,17
0.0,18,isocontour,5,100.0,0.6,-1.5,-94.4,,,,0.6,-1.5,-2.5,18
0.0,19,isocontour,5,100.0,-3.1,4.6,-272.9,,,,-3.1,4.6,-30.3,19
0.0,20,isocontour,5,100.0,7.1,-0.7,-47.9,,,,7.1,-0.7,-51.3,20
0.0,21,isocontour,5,100.0,4.5,-9.8,-18.3,,,,4.5,-9.8,-116.7,21
0.0,22,isocontour,5,100.0,-9.6,4.1,-448.8,,,,-9.6,4.1,-108.1,22
0.0,23,isocontour,5,100.0,-1.3,-2.0,-120.1,,,,-1.3,-2.0,-5.5,23
0.0,24,isocontour,5,100.0,-5.1,-3.5,-191.9,,,,-5.1,-3.5,-38.3,24
0.0,25,isocontour,5,100.0,-7.2,-2.6,-259.5,,,,-7.2,-2.6,-58.9,25
0.0,26,isocontour,5,100.0,1.4,-7.1,-45.6,,,,1.4,-7.1,-51.8,26
0.0,27,isocontour,5,100.0,5.9,-7.8,-5.1,,,,5.9,-7.8,-95.6,27
0.0,28,isocontour,5,100.0,-9.1,1.2,-373.5,,,,-9.1,1.2,-84.3,28
0.0,29,isocontour,5,100.0,-9.4,-7.2,-306.1,,,,-9.4,-7.2,-139.0,29
0.0,30,isocontour,5,100.0,-7.5,-6.4,-244.2,,,,-7.5,-6.4,-96.3,30
0.0,Target,,,,8.12,-7.58,-123.36,-1.28,-0.37,,,,,
0.1,1,isocontour,5,100.0,8.9,8.4,-251.9,-0.1,-0.3,0.3,6.2,9.9,-136.9,2
0.1,2,isocontour,5,100.0,6.2,9.8,-302.3,0.0,-1.1,1.1,4.3,6.0,-54.3,9
0.1,3,isocontour,5,100.0,-0.6,-1.7,-109.5,-0.1,-1.1,1.1,0.6,-1.5,-2.5,18
0.1,4,isocontour,5,100.0,-5.3,-8.1,-181.7,-0.3,-0.2,0.4,-5.1,-3.5,-38.3,24
0.1,5,isocontour,5,100.0,-2.5,-2.8,-135.4,0.6,-0.0,0.6,0.6,-1.5,-2.5,18
0.1,6,isocontour,5,100.0,-1.5,-3.2,-111.5,0.3,-0.4,0.5,0.6,-1.5,-2.5,18
0.1,7,isocontour,5,100.0,7.6,-3.4,-16.4,-0.1,0.5,0.5,5.9,-7.8,-5.1,27
0.1,8,isocontour,5,100.0,-1.8,5.1,-256.2,0.8,0.2,0.8,0.7,4.6,-21.8,14
0.1,9,isocontour,5,100.0,4.3,6.0,-195.4,0.3,-0.1,0.3,0.7,4.6,-21.8,14
0.1,10,isocontour,5,100.0,-0.7,-5.2,-83.3,0.5,-0.8,0.9,0.6,-1.5,-2.5,18
0.1,11,isocontour,5,100.0,-6.8,-8.6,-224.2,0.5,0.4,0.6,-5.3,-8.1,-93.0,4
0.1,12,isocontour,5,100.0,-5.5,0.7,-252.2,0.5,-0.4,0.6,-2.6,-2.8,-14.6,5
0.1,13,isocontour,5,100.0,-7.9,-5.6,-260.2,0.7,-0.5,0.9,-5.1,-3.5,-38.3,24
0.1,14,isocontour,5,100.0,0.8,4.6,-200.0,1.0,0.2,1.0,0.8,4.6,-21.8,14
0.1,15,isocontour,5,100.0,2.6,-7.2,-31.4,-1.0,0.2,1.0,5.9,-7.8,-5.1,27
0.1,16,isocontour,5,100.0,-4.0,-1.9,-178.8,1.0,-0.2,1.0,0.6,-1.5,-2.5,18
0.1,17,isocontour,5,100.0,0.7,6.7,-254.7,0.7,-0.8,1.1,0.7,4.6,-21.8,14
0.1,18,isocontour,5,100.0,0.5,-1.6,-92.5,-0.3,-1.1,1.1,0.5,-1.6,-2.5,18
0.1,19,isocontour,5,100.0,-3.0,4.6,-268.5,1.0,0.1,1.0,0.7,4.6,-21.8,14
